player_name,player_profile_link,team,2020-12-22,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16
Kentavious Caldwell-Pope,https://www.basketball-reference.com/req/202105201/images/players/caldwke01.jpg,DEN,0.0,0.0,3.0,3.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,23.0,23.0,34.0,34.0,34.0,34.0,37.0,42.0,42.0,48.0,48.0,51.0,51.0,51.0,56.0,56.0,59.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,78.0,78.0,78.0,78.0,93.0,93.0,108.0,122.0,122.0,132.0,132.0,148.0,148.0,151.0,151.0,156.0,156.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,173.0,173.0,173.0,173.0,173.0,179.0,179.0,181.0,181.0,181.0,181.0,183.0,189.0,189.0,189.0,189.0,195.0,195.0,195.0,195.0,198.0,198.0,198.0,201.0,201.0,207.0,213.0,213.0,222.0,222.0,236.0,242.0,242.0,250.0,250.0,257.0,257.0,257.0,260.0,260.0,272.0,272.0,279.0,284.0,284.0,291.0,291.0,310.0,322.0,322.0,332.0,332.0,340.0,340.0,356.0,356.0,361.0,380.0,380.0,380.0,388.0,388.0,394.0,394.0,394.0,396.0
Vlatko Čančar,https://www.basketball-reference.com/req/202105201/images/players/cancavl01.jpg,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,19.0,23.0,23.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,35.0,35.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,70.0,81.0,81.0,85.0
Vlatko Čančar,https://www.basketball-reference.com/req/202105201/images/players/cancavl01.jpg,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
Clint Capela,https://www.basketball-reference.com/req/202105201/images/players/capelca01.jpg,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,14.0,26.0,42.0,42.0,54.0,54.0,61.0,61.0,61.0,68.0,68.0,80.0,80.0,80.0,80.0,96.0,121.0,121.0,144.0,144.0,171.0,171.0,184.0,184.0,184.0,184.0,197.0,206.0,206.0,219.0,219.0,219.0,235.0,235.0,245.0,251.0,251.0,274.0,274.0,274.0,274.0,280.0,280.0,294.0,318.0,318.0,333.0,333.0,357.0,357.0,381.0,381.0,403.0,403.0,415.0,424.0,424.0,441.0,441.0,461.0,461.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,471.0,480.0,480.0,504.0,504.0,504.0,504.0,504.0,510.0,510.0,518.0,518.0,530.0,530.0,555.0,555.0,573.0,573.0,583.0,583.0,599.0,599.0,627.0,641.0,641.0,665.0,665.0,677.0,677.0,677.0,699.0,699.0,719.0,719.0,738.0,738.0,754.0,754.0,754.0,779.0,779.0,793.0,818.0,818.0,818.0,818.0,824.0,836.0,836.0,845.0,845.0,856.0,876.0,876.0,887.0,887.0,905.0,915.0,915.0,915.0,915.0,925.0,925.0,942.0,956.0,956.0,956.0,956.0
Vernon Carey,https://www.basketball-reference.com/req/202105201/images/players/careyve01.jpg,CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,29.0,29.0,29.0,29.0,29.0,29.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0
Jevon Carter,https://www.basketball-reference.com/req/202105201/images/players/carteje01.jpg,PHO,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,22.0,22.0,22.0,32.0,32.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,46.0,46.0,46.0,46.0,49.0,57.0,57.0,57.0,57.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,82.0,82.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,99.0,99.0,99.0,102.0,102.0,102.0,107.0,107.0,121.0,121.0,130.0,139.0,139.0,152.0,152.0,169.0,169.0,169.0,169.0,178.0,178.0,178.0,178.0,181.0,187.0,187.0,189.0,189.0,196.0,196.0,202.0,202.0,205.0,211.0,211.0,214.0,214.0,217.0,217.0,220.0,220.0,220.0,220.0,229.0,248.0
Wendell Carter,https://www.basketball-reference.com/req/202105201/images/players/cartewe01.jpg,CHI,0.0,0.0,6.0,6.0,6.0,15.0,37.0,37.0,47.0,47.0,63.0,75.0,75.0,82.0,82.0,95.0,106.0,106.0,129.0,129.0,141.0,141.0,141.0,141.0,141.0,157.0,157.0,169.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,190.0,190.0,208.0,208.0,223.0,230.0,230.0,248.0,248.0,265.0,265.0,267.0,267.0,267.0,275.0,275.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,290.0,294.0,294.0,306.0,306.0,315.0,325.0,325.0,331.0,331.0,335.0,341.0,341.0,348.0,348.0,348.0,348.0,356.0,356.0,367.0,367.0,388.0,388.0,407.0,423.0,423.0,423.0,438.0,438.0,446.0,446.0,454.0,469.0,469.0,488.0,488.0,508.0,508.0,519.0,519.0,536.0,536.0,536.0,536.0,536.0,546.0,556.0,556.0,561.0,561.0,569.0,575.0,575.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,594.0,594.0,606.0,606.0,606.0,606.0
Michael Carter-Williams,https://www.basketball-reference.com/req/202105201/images/players/cartemi01.jpg,ORL,0.0,0.0,4.0,4.0,4.0,12.0,18.0,18.0,22.0,22.0,32.0,32.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,57.0,57.0,71.0,71.0,71.0,77.0,77.0,85.0,85.0,88.0,88.0,99.0,99.0,110.0,110.0,115.0,115.0,133.0,133.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,170.0,175.0,175.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,191.0,191.0,198.0,206.0,206.0,217.0,217.0,217.0,217.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,238.0,238.0,247.0,247.0,256.0,259.0,259.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0
Alex Caruso,https://www.basketball-reference.com/req/202105201/images/players/carusal01.jpg,LAL,0.0,3,3.0,3.0,9.0,9.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,24.0,33.0,33.0,36.0,36.0,36.0,42.0,42.0,51.0,51.0,51.0,58.0,58.0,58.0,63.0,63.0,66.0,66.0,69.0,69.0,79.0,85.0,85.0,87.0,87.0,95.0,95.0,95.0,95.0,95.0,105.0,105.0,105.0,105.0,105.0,105.0,107.0,107.0,118.0,118.0,122.0,122.0,124.0,124.0,124.0,124.0,135.0,135.0,138.0,138.0,148.0,148.0,161.0,161.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,172.0,172.0,172.0,172.0,172.0,172.0,177.0,177.0,180.0,187.0,187.0,197.0,197.0,198.0,203.0,203.0,206.0,206.0,206.0,212.0,212.0,220.0,220.0,228.0,228.0,241.0,241.0,246.0,246.0,251.0,251.0,255.0,268.0,268.0,274.0,274.0,278.0,278.0,281.0,281.0,281.0,286.0,286.0,293.0,293.0,300.0,300.0,300.0,300.0,300.0,300.0,307.0,318.0,318.0,318.0,326.0,344.0,344.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,370.0
Alex Caruso,https://www.basketball-reference.com/req/202105201/images/players/carusal01.jpg,DAL,0.0,0.0,2.0,2.0,2.0,2.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,24.0,39.0,39.0,39.0,44.0,44.0,50.0,50.0,50.0,50.0,54.0,54.0,65.0,65.0,75.0,81.0,81.0,91.0,91.0,98.0,104.0,104.0,106.0,106.0,108.0,108.0,108.0,122.0,122.0,126.0,126.0,128.0,131.0,131.0,131.0,131.0,131.0,131.0,145.0,145.0,151.0,151.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,157.0,162.0,162.0,164.0,164.0,170.0,170.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,182.0,182.0,182.0,182.0,182.0,188.0,188.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,196.0,196.0,196.0,204.0,215.0,215.0,223.0,223.0,231.0,237.0,237.0,237.0,237.0,243.0,244.0,244.0,246.0,246.0,252.0,255.0,255.0,259.0,259.0,275.0,280.0,280.0,280.0,280.0,280.0
Chris Chiozza,https://www.basketball-reference.com/req/202105201/images/players/chiozch01.jpg,BRK,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,23.0,23.0,23.0,23.0,23.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,36.0,36.0,36.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,44.0,44.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,67.0,67.0,79.0,79.0,79.0,84.0,84.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
Marquese Chriss,https://www.basketball-reference.com/req/202105201/images/players/chrisma01.jpg,GSW,0.0,9,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Gary Clark,https://www.basketball-reference.com/req/202105201/images/players/clarkga01.jpg,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,9.0,9.0,12.0,12.0,12.0,18.0,18.0,20.0,20.0,20.0,20.0,23.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,47.0,55.0,55.0,57.0,57.0,63.0,63.0,66.0,66.0,69.0,69.0,69.0,69.0,72.0,72.0,72.0,72.0,72.0,74.0,80.0,80.0,80.0,80.0,80.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,91.0,91.0,91.0,91.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0
Brandon Clarke,https://www.basketball-reference.com/req/202105201/images/players/clarkbr01.jpg,MEM,0.0,0.0,10.0,10.0,10.0,14.0,14.0,30.0,30.0,40.0,40.0,55.0,55.0,63.0,63.0,75.0,75.0,89.0,110.0,110.0,110.0,125.0,125.0,144.0,144.0,144.0,155.0,155.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,186.0,186.0,204.0,213.0,213.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,239.0,239.0,247.0,259.0,259.0,271.0,271.0,271.0,282.0,282.0,282.0,291.0,294.0,294.0,310.0,310.0,324.0,324.0,330.0,330.0,330.0,330.0,330.0,330.0,336.0,336.0,356.0,356.0,366.0,370.0,370.0,376.0,376.0,389.0,405.0,405.0,413.0,413.0,421.0,421.0,434.0,446.0,446.0,453.0,453.0,453.0,453.0,464.0,464.0,479.0,479.0,479.0,479.0,479.0,484.0,484.0,490.0,499.0,499.0,505.0,505.0,505.0,505.0,505.0,509.0,509.0,515.0,515.0,521.0,521.0,531.0,533.0,533.0,541.0,541.0,550.0,550.0,550.0,550.0,550.0,562.0,572.0,572.0,574.0,574.0,582.0,596.0,596.0,608.0,608.0,608.0,610.0
Jordan Clarkson,https://www.basketball-reference.com/req/202105201/images/players/clarkjo01.jpg,UTA,0.0,0.0,15.0,15.0,15.0,38.0,38.0,54.0,54.0,54.0,66.0,75.0,75.0,93.0,93.0,105.0,124.0,124.0,150.0,150.0,168.0,168.0,189.0,189.0,189.0,205.0,205.0,228.0,228.0,246.0,246.0,265.0,265.0,279.0,279.0,279.0,292.0,323.0,323.0,341.0,341.0,354.0,354.0,366.0,366.0,389.0,404.0,404.0,421.0,421.0,434.0,434.0,434.0,459.0,470.0,470.0,510.0,510.0,528.0,528.0,547.0,547.0,547.0,567.0,567.0,585.0,585.0,598.0,616.0,616.0,636.0,636.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,646.0,661.0,661.0,682.0,682.0,702.0,702.0,709.0,720.0,720.0,720.0,736.0,736.0,739.0,739.0,753.0,781.0,781.0,790.0,790.0,814.0,814.0,833.0,848.0,848.0,864.0,864.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,893.0,920.0,920.0,942.0,942.0,964.0,964.0,964.0,979.0,979.0,992.0,992.0,1015.0,1015.0,1027.0,1042.0,1042.0,1058.0,1058.0,1088.0,1088.0,1109.0,1130.0,1130.0,1171.0,1171.0,1200.0,1200.0,1218.0,1218.0,1251.0
Jordan Clarkson,https://www.basketball-reference.com/req/202105201/images/players/clarkjo01.jpg,BRK,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,15.0,17.0,17.0,34.0,34.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,62.0,62.0,68.0,68.0,79.0,79.0,86.0,86.0,102.0,102.0,118.0,122.0,122.0,125.0,125.0,125.0,127.0,127.0,139.0,142.0,142.0,142.0,142.0,142.0,142.0,144.0,144.0,144.0,151.0,151.0,151.0,157.0,160.0,160.0,160.0,160.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,166.0,166.0,170.0,170.0,170.0,180.0,198.0,198.0,198.0,208.0,212.0
Amir Coffey,https://www.basketball-reference.com/req/202105201/images/players/coffeam01.jpg,LAC,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,43.0,43.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,75.0,75.0,80.0,88.0,88.0,88.0,88.0,91.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,101.0,101.0,101.0,101.0,103.0,109.0,109.0,109.0,109.0,110.0,110.0,110.0,118.0,118.0,128.0,128.0,128.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
John Collins,https://www.basketball-reference.com/req/202105201/images/players/collijo01.jpg,ATL,0.0,0.0,14.0,14.0,14.0,27.0,27.0,42.0,42.0,72.0,72.0,92.0,102.0,102.0,120.0,120.0,143.0,143.0,143.0,155.0,155.0,167.0,167.0,167.0,167.0,180.0,188.0,188.0,203.0,203.0,234.0,234.0,238.0,238.0,268.0,268.0,279.0,300.0,300.0,317.0,317.0,317.0,339.0,339.0,374.0,391.0,391.0,410.0,410.0,410.0,410.0,443.0,443.0,452.0,470.0,470.0,489.0,489.0,509.0,509.0,517.0,517.0,529.0,529.0,542.0,556.0,556.0,581.0,581.0,615.0,615.0,632.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,660.0,660.0,676.0,698.0,698.0,718.0,718.0,737.0,737.0,764.0,764.0,787.0,787.0,797.0,797.0,835.0,835.0,846.0,846.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,863.0,863.0,874.0,892.0,892.0,912.0,912.0,930.0,944.0,944.0,965.0,965.0,976.0,989.0,989.0,1004.0,1004.0,1013.0,1038.0,1038.0,1038.0,1038.0,1066.0,1066.0,1084.0,1096.0,1096.0,1096.0,1111.0
Mike Conley,https://www.basketball-reference.com/req/202105201/images/players/conlemi01.jpg,UTA,0.0,0.0,18.0,18.0,18.0,38.0,38.0,58.0,58.0,58.0,74.0,107.0,107.0,122.0,122.0,130.0,139.0,139.0,156.0,156.0,178.0,178.0,190.0,190.0,190.0,205.0,205.0,219.0,219.0,225.0,225.0,245.0,245.0,262.0,262.0,262.0,281.0,298.0,298.0,320.0,320.0,332.0,332.0,352.0,352.0,363.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,395.0,395.0,395.0,410.0,410.0,424.0,424.0,438.0,438.0,438.0,448.0,448.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,466.0,486.0,486.0,509.0,509.0,526.0,526.0,526.0,541.0,541.0,541.0,556.0,556.0,574.0,574.0,579.0,579.0,579.0,597.0,597.0,623.0,623.0,636.0,636.0,636.0,664.0,664.0,675.0,686.0,686.0,712.0,712.0,712.0,727.0,727.0,727.0,737.0,737.0,737.0,751.0,751.0,762.0,762.0,762.0,780.0,780.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,806.0,816.0,816.0,827.0
Pat Connaughton,https://www.basketball-reference.com/req/202105201/images/players/connapa01.jpg,MIL,0.0,0.0,6.0,6.0,8.0,8.0,12.0,12.0,15.0,27.0,27.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,44.0,44.0,51.0,51.0,60.0,60.0,60.0,60.0,60.0,69.0,69.0,69.0,73.0,73.0,73.0,75.0,75.0,75.0,77.0,77.0,86.0,101.0,101.0,108.0,108.0,111.0,111.0,111.0,117.0,117.0,121.0,121.0,121.0,121.0,123.0,123.0,130.0,130.0,150.0,150.0,157.0,163.0,163.0,175.0,175.0,178.0,178.0,186.0,186.0,186.0,193.0,193.0,201.0,201.0,216.0,216.0,216.0,216.0,216.0,216.0,216.0,219.0,219.0,230.0,230.0,232.0,232.0,238.0,238.0,238.0,249.0,249.0,269.0,269.0,274.0,274.0,280.0,292.0,292.0,297.0,297.0,302.0,302.0,306.0,315.0,315.0,315.0,318.0,318.0,322.0,326.0,326.0,337.0,337.0,337.0,351.0,365.0,365.0,372.0,372.0,381.0,381.0,381.0,391.0,391.0,402.0,407.0,407.0,407.0,407.0,410.0,416.0,416.0,419.0,419.0,421.0,437.0,437.0,444.0,444.0,444.0,444.0,447.0,447.0,453.0,453.0,453.0,468.0
