player_name,player_image_url,0,1,2,3,4,5,6,7,8,9,10
Mirza Teletović,https://www.basketball-reference.com/req/202105201/images/players/teletmi01.jpg,0,0,2,16,21,33,50,52,52,57,77
Mike Miller,https://www.basketball-reference.com/req/202105201/images/players/millemi01.jpg,0,9,20,26,48,55,57,57,67,68,77
Goran Dragić,https://www.basketball-reference.com/req/202105201/images/players/dragigo01.jpg,0,6,14,24,24,31,41,45,45,71,77
Dražen Petrović,,0,1,15,21,21,31,44,53,64,72,77
Don Buse,https://www.basketball-reference.com/req/202105201/images/players/busedo01.jpg,0,0,8,21,25,28,44,48,58,68,77
Danuel House,https://www.basketball-reference.com/req/202105201/images/players/houseda01.jpg,0,11,19,24,24,31,34,34,43,62,77
Armond Hill,,0,6,16,30,38,50,56,64,69,73,77
Anthony Carter,https://www.basketball-reference.com/req/202105201/images/players/cartean01.jpg,0,10,20,28,32,38,48,54,60,75,77
Tex Ritter,,0,12,22,24,27,31,40,52,63,72,76
Ron Anderson,,0,0,0,4,4,4,4,30,56,66,76
Robin Lopez,https://www.basketball-reference.com/req/202105201/images/players/lopezro01.jpg,0,14,21,41,47,47,47,53,59,70,76
Monta Ellis,https://www.basketball-reference.com/req/202105201/images/players/ellismo01.jpg,0,7,27,41,41,45,49,50,51,61,76
Keyon Dooling,https://www.basketball-reference.com/req/202105201/images/players/doolike01.jpg,0,2,12,25,36,51,56,65,65,73,76
Kevin Grevey,,0,2,2,18,18,32,34,46,57,72,76
Karl-Anthony Towns,https://www.basketball-reference.com/req/202105201/images/players/townska01.jpg,0,8,13,31,53,76,76,76,76,76,76
Greg Anderson,,0,7,25,38,51,65,68,71,71,73,76
Derek Strong,,0,0,1,7,11,26,44,44,59,72,76
Boo Ellis,,0,11,16,28,28,36,43,50,62,74,76
Willie Green,https://www.basketball-reference.com/req/202105201/images/players/greenwi01.jpg,0,4,15,17,25,27,44,50,54,67,75
Wah Wah Jones,,0,12,32,43,60,73,75,75,75,75,75
Tyler Hansbrough,https://www.basketball-reference.com/req/202105201/images/players/hansbty01.jpg,0,22,28,38,42,56,63,67,69,73,75
Trey Burke,https://www.basketball-reference.com/req/202105201/images/players/burketr01.jpg,0,0,0,0,2,18,28,53,68,74,75
Spencer Dinwiddie,https://www.basketball-reference.com/req/202105201/images/players/dinwisp01.jpg,0,2,20,39,54,72,75,75,75,75,75
Randy Foye,https://www.basketball-reference.com/req/202105201/images/players/foyera01.jpg,0,3,9,25,28,39,48,54,57,68,75
Luguentz Dort,https://www.basketball-reference.com/req/202105201/images/players/dortlu01.jpg,0,8,17,26,32,45,75,75,75,75,75
Dick Schulz,,0,12,14,17,30,41,47,49,58,69,75
Dana Barros,,0,0,11,23,26,35,43,51,59,69,75
Bill Gabor,,0,8,10,18,19,36,38,48,49,61,75
Ollie Johnson,,0,4,10,25,44,52,64,70,72,74,74
Montrezl Harrell,https://www.basketball-reference.com/req/202105201/images/players/harremo01.jpg,0,2,3,4,5,8,8,8,34,59,74
Mikki Moore,https://www.basketball-reference.com/req/202105201/images/players/mooremi01.jpg,0,6,10,18,27,35,42,48,54,64,74
Landry Shamet,https://www.basketball-reference.com/req/202105201/images/players/shamela01.jpg,0,3,15,21,30,36,46,46,48,66,74
Kelvin Ransey,,0,8,34,49,53,53,55,59,62,72,74
Johnny McCarthy,,0,13,18,18,32,46,51,61,63,69,74
Jared Dudley,https://www.basketball-reference.com/req/202105201/images/players/dudleja01.jpg,0,4,8,11,13,32,44,47,58,58,74
Gus Williams,https://www.basketball-reference.com/req/202105201/images/players/willigu01.jpg,0,6,20,21,27,29,45,51,51,65,74
Chuck Noble,,0,0,12,27,39,49,57,58,69,69,74
Willie Norwood,,0,4,10,12,14,18,28,32,48,59,73
Wayne Ellington,https://www.basketball-reference.com/req/202105201/images/players/ellinwa01.jpg,0,0,8,14,25,28,38,47,52,60,73
Wali Jones,,0,2,4,8,16,18,26,39,45,55,73
Tiago Splitter,https://www.basketball-reference.com/req/202105201/images/players/splitti01.jpg,0,10,16,20,24,34,44,48,57,62,73
Richard Jefferson,https://www.basketball-reference.com/req/202105201/images/players/jefferi01.jpg,0,4,7,9,20,24,29,39,55,62,73
Maxi Kleber,https://www.basketball-reference.com/req/202105201/images/players/klebima01.jpg,0,3,7,12,19,31,40,46,59,73,73
Larry Wright,,0,0,2,16,26,31,32,45,53,69,73
Keith Bogans,https://www.basketball-reference.com/req/202105201/images/players/boganke01.jpg,0,7,16,28,40,51,54,54,57,63,73
John Starks,https://www.basketball-reference.com/req/202105201/images/players/starkjo01.jpg,0,6,6,6,20,31,37,45,55,67,73
Ben Wallace,https://www.basketball-reference.com/req/202105201/images/players/wallabe01.jpg,0,19,26,33,35,41,46,51,63,67,73
Shaun Livingston,https://www.basketball-reference.com/req/202105201/images/players/livinsh01.jpg,0,2,7,14,30,38,48,56,59,70,72
Roger Mason,https://www.basketball-reference.com/req/202105201/images/players/masonro01.jpg,0,6,16,19,24,24,34,52,57,65,72
Nenê Hilário,https://www.basketball-reference.com/req/202105201/images/players/hilarne01.jpg,0,4,12,26,37,39,48,54,54,61,72
Mitchell Wiggins,,0,4,4,10,18,18,24,40,50,60,72
Mike Evans,,0,0,11,24,28,32,36,44,57,70,72
Lucius Allen,https://www.basketball-reference.com/req/202105201/images/players/allenlu01.jpg,0,8,15,21,31,44,50,58,62,68,72
Louis Orr,,0,8,24,28,36,47,58,70,70,72,72
Kermit Washington,,0,4,11,15,30,35,46,56,64,72,72
John Mengelt,,0,7,13,17,17,21,30,42,56,70,72
Edgar Jones,,0,10,29,32,38,52,54,60,67,72,72
Darrell Walker,,0,13,19,22,25,29,33,51,53,64,72
Bob Houbregs,,0,3,3,14,21,29,32,44,54,60,72
Allen Crabbe,https://www.basketball-reference.com/req/202105201/images/players/crabbal01.jpg,0,7,10,16,16,16,28,39,52,67,72
Alec Burks,https://www.basketball-reference.com/req/202105201/images/players/burksal01.jpg,0,6,15,26,26,36,38,38,49,55,72
Vern Gardner,,0,19,36,37,47,50,64,71,71,71,71
Ralph Johnson,,0,13,15,18,28,34,43,54,60,71,71
Larry McNeill,,0,22,50,54,56,60,61,71,71,71,71
Gary Payton,https://www.basketball-reference.com/req/202105201/images/players/paytoga01.jpg,0,6,12,14,20,24,38,44,52,67,71
Billy Knight,https://www.basketball-reference.com/req/202105201/images/players/knighbi01.jpg,0,25,37,41,45,55,63,67,67,67,71
Vladimir Radmanović,https://www.basketball-reference.com/req/202105201/images/players/radmavl01.jpg,0,0,5,8,31,38,38,48,56,64,70
Rudy Fernández,https://www.basketball-reference.com/req/202105201/images/players/fernaru01.jpg,0,3,14,31,36,43,45,50,55,67,70
Lavoy Allen,https://www.basketball-reference.com/req/202105201/images/players/allenla01.jpg,0,4,15,15,15,24,36,46,50,58,70
Kelly Oubre,https://www.basketball-reference.com/req/202105201/images/players/oubreke01.jpg,0,11,12,21,21,26,31,43,55,57,70
John Mahnken,,0,10,21,30,48,55,62,62,64,66,70
Eric Bledsoe,https://www.basketball-reference.com/req/202105201/images/players/bledser01.jpg,0,9,11,14,17,19,33,41,64,68,70
Don Otten,,0,20,41,49,62,70,70,70,70,70,70
David Benoit,,0,2,8,12,28,34,39,46,52,59,70
Darrell Arthur,https://www.basketball-reference.com/req/202105201/images/players/arthuda01.jpg,0,5,13,22,36,40,48,54,63,68,70
Dale Ellis,https://www.basketball-reference.com/req/202105201/images/players/ellisda01.jpg,0,0,4,14,19,23,39,49,59,61,70
Bonzi Wells,https://www.basketball-reference.com/req/202105201/images/players/wellsbo01.jpg,0,0,0,0,17,36,38,38,55,67,70
Bob Donham,,0,2,12,26,31,39,53,55,62,64,70
Bob Doll,,0,6,17,20,31,36,40,50,68,70,70
Austin Croshere,,0,2,2,18,28,34,37,48,68,68,70
Anderson Varejão,https://www.basketball-reference.com/req/202105201/images/players/varejan01.jpg,0,3,3,7,13,17,23,34,44,60,70
Al Bianchi,,0,8,17,26,29,32,35,43,50,63,70
Sasha Pavlović,https://www.basketball-reference.com/req/202105201/images/players/pavloal01.jpg,0,0,0,0,9,18,29,29,44,61,69
Rondae Hollis-Jefferson,https://www.basketball-reference.com/req/202105201/images/players/holliro01.jpg,0,15,29,32,53,59,59,63,63,67,69
Lee Nailon,,0,10,15,25,27,39,39,49,55,69,69
Kenny Fields,,0,2,5,11,25,34,43,51,58,69,69
Hedo Türkoğlu,https://www.basketball-reference.com/req/202105201/images/players/turkohe01.jpg,0,0,3,7,7,19,29,38,60,67,69
Alex Caruso,https://www.basketball-reference.com/req/202105201/images/players/carusal01.jpg,0,2,5,15,20,27,41,43,48,64,69
Al Attles,https://www.basketball-reference.com/req/202105201/images/players/attleal01.jpg,0,6,20,29,34,41,49,55,59,69,69
Red Holzman,,0,12,16,31,41,44,48,55,56,67,68
Peja Stojaković,https://www.basketball-reference.com/req/202105201/images/players/stojape01.jpg,0,9,9,14,16,24,27,30,49,60,68
Oliver Miller,https://www.basketball-reference.com/req/202105201/images/players/milleol01.jpg,0,0,0,11,27,44,48,56,60,64,68
Milo Komenich,,0,10,15,24,38,49,59,65,68,68,68
Michael Cage,https://www.basketball-reference.com/req/202105201/images/players/cagemi01.jpg,0,4,20,30,42,48,57,57,57,59,68
Kevin Williams,,0,0,2,16,16,27,27,36,42,54,68
John Stockton,https://www.basketball-reference.com/req/202105201/images/players/stockjo01.jpg,0,8,13,24,24,29,34,38,51,63,68
Jim King,,0,8,10,12,30,39,39,51,58,62,68
Jeff Wilkins,,0,9,19,21,27,41,45,51,61,66,68
Draymond Green,https://www.basketball-reference.com/req/202105201/images/players/greendr01.jpg,0,2,7,12,25,28,44,54,59,65,68
Derrek Dickey,,0,11,16,26,34,42,46,50,50,64,68
Andris Biedriņš,https://www.basketball-reference.com/req/202105201/images/players/biedran01.jpg,0,2,6,16,20,28,40,44,48,61,68
Will Barton,https://www.basketball-reference.com/req/202105201/images/players/bartowi01.jpg,0,0,0,9,22,22,39,45,60,63,67
Taurean Prince,https://www.basketball-reference.com/req/202105201/images/players/princta02.jpg,0,14,26,42,53,63,67,67,67,67,67
Steve Nash,https://www.basketball-reference.com/req/202105201/images/players/nashst01.jpg,0,0,0,5,5,5,9,14,27,47,67
Shannon Brown,https://www.basketball-reference.com/req/202105201/images/players/brownsh01.jpg,0,0,9,21,24,34,36,38,45,53,67
Shammond Williams,https://www.basketball-reference.com/req/202105201/images/players/willish01.jpg,0,23,38,43,46,51,56,61,67,67,67
Shake Milton,https://www.basketball-reference.com/req/202105201/images/players/miltosh01.jpg,0,13,27,44,58,63,63,67,67,67,67
Richard Washington,,0,4,12,16,24,32,34,42,44,65,67
Ralph Kaplowitz,,0,4,11,19,23,23,28,42,53,59,67
Marc Jackson,https://www.basketball-reference.com/req/202105201/images/players/jacksma02.jpg,0,0,11,23,35,37,46,50,52,61,67
Julius Randle,https://www.basketball-reference.com/req/202105201/images/players/randlju01.jpg,0,15,30,44,67,67,67,67,67,67,67
Johnny Moore,https://www.basketball-reference.com/req/202105201/images/players/moorejo01.jpg,0,2,8,10,14,25,34,42,48,62,67
Jamaal Tinsley,https://www.basketball-reference.com/req/202105201/images/players/tinslja01.jpg,0,8,8,16,18,18,32,47,54,65,67
J.J. Barea,https://www.basketball-reference.com/req/202105201/images/players/bareajo01.jpg,0,0,0,8,21,26,39,48,58,62,67
Danny Green,https://www.basketball-reference.com/req/202105201/images/players/greenda02.jpg,0,0,0,2,5,7,20,34,39,54,67
Clifford Ray,https://www.basketball-reference.com/req/202105201/images/players/raycl01.jpg,0,8,29,41,61,61,61,61,63,67,67
Chuck Share,,0,8,19,22,31,40,48,53,57,62,67
Calbert Cheaney,,0,11,37,45,45,47,62,67,67,67,67
Boštjan Nachbar,https://www.basketball-reference.com/req/202105201/images/players/nachbbo01.jpg,0,0,0,5,10,14,14,30,47,56,67
Boban Marjanović,https://www.basketball-reference.com/req/202105201/images/players/marjabo01.jpg,0,6,10,18,22,22,22,24,37,53,67
Bob Harris,,0,10,15,26,30,34,37,47,53,60,67
Bob Brannum,,0,16,33,43,43,48,52,52,58,60,67
Avery Bradley,https://www.basketball-reference.com/req/202105201/images/players/bradlav01.jpg,0,10,24,29,35,37,43,51,59,59,67
Will Bynum,https://www.basketball-reference.com/req/202105201/images/players/bynumwi01.jpg,0,6,19,25,47,47,56,66,66,66,66
Tariq Abdul-Wahad,,0,2,10,16,32,43,47,56,66,66,66
Quinton Ross,https://www.basketball-reference.com/req/202105201/images/players/rossqu01.jpg,0,0,10,12,18,23,32,43,53,57,66
Quinn Cook,https://www.basketball-reference.com/req/202105201/images/players/cookqu01.jpg,0,5,11,23,27,29,40,42,54,59,66
Jonas Jerebko,https://www.basketball-reference.com/req/202105201/images/players/jerebjo01.jpg,0,7,7,11,11,13,20,31,47,53,66
Donte DiVincenzo,https://www.basketball-reference.com/req/202105201/images/players/divindo01.jpg,0,2,13,19,24,28,29,29,39,49,66
Dennis Rodman,https://www.basketball-reference.com/req/202105201/images/players/rodmade01.jpg,0,8,19,24,34,40,52,58,64,64,66
Dell Curry,https://www.basketball-reference.com/req/202105201/images/players/curryde01.jpg,0,0,0,2,2,8,17,44,51,57,66
Cliff Levingston,https://www.basketball-reference.com/req/202105201/images/players/levincl01.jpg,0,2,10,27,38,40,49,49,54,58,66
Clarence Weatherspoon,,0,2,11,13,27,29,35,39,57,61,66
Billy McKinney,,0,7,17,18,26,36,40,40,40,64,66
Bill Hanzlik,,0,0,4,13,19,25,31,42,52,56,66
Tree Rollins,https://www.basketball-reference.com/req/202105201/images/players/rollitr01.jpg,0,7,16,26,32,32,45,53,55,59,65
Rumeal Robinson,,0,0,2,7,21,33,39,51,59,62,65
Rodney Stuckey,https://www.basketball-reference.com/req/202105201/images/players/stuckro01.jpg,0,0,12,18,18,24,31,35,40,59,65
Mickaël Piétrus,https://www.basketball-reference.com/req/202105201/images/players/pietrmi01.jpg,0,2,6,7,23,34,42,47,49,63,65
Markelle Fultz,https://www.basketball-reference.com/req/202105201/images/players/fultzma01.jpg,0,5,5,5,20,31,36,51,65,65,65
Leon Powe,https://www.basketball-reference.com/req/202105201/images/players/powele01.jpg,0,10,13,13,16,26,35,47,48,59,65
Ken Charles,,0,4,6,10,28,32,41,43,51,58,65
Jim Cleamons,,0,0,0,4,4,6,8,25,39,53,65
Danny Schayes,https://www.basketball-reference.com/req/202105201/images/players/schayda01.jpg,0,8,14,16,28,36,42,50,57,63,65
Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/req/202105201/images/players/luwawti01.jpg,0,26,43,53,64,64,64,64,64,64,64
Shawn Bradley,https://www.basketball-reference.com/req/202105201/images/players/bradlsh01.jpg,0,2,11,21,23,25,33,43,50,60,64
Phil Hubbard,,0,12,24,39,62,64,64,64,64,64,64
Mike Scott,https://www.basketball-reference.com/req/202105201/images/players/scottmi01.jpg,0,2,6,9,13,15,26,31,43,60,64
Kevin Edwards,,0,3,11,15,30,41,57,64,64,64,64
Joe Ingles,https://www.basketball-reference.com/req/202105201/images/players/inglejo01.jpg,0,8,17,26,34,34,34,46,51,54,64
Jerry Chambers,,0,2,20,31,37,49,53,54,62,62,64
Jared Jeffries,https://www.basketball-reference.com/req/202105201/images/players/jeffrja01.jpg,0,5,8,12,20,32,44,54,56,60,64
Grady Lewis,,0,11,15,22,25,34,40,44,50,54,64
Georges Niang,https://www.basketball-reference.com/req/202105201/images/players/niangge01.jpg,0,2,7,15,18,22,29,36,52,57,64
Ed Fleming,,0,5,17,28,33,36,51,51,52,60,64
Dahntay Jones,https://www.basketball-reference.com/req/202105201/images/players/jonesda02.jpg,0,8,8,22,24,32,32,39,46,57,64
Willie White,,0,6,8,8,16,29,31,37,48,48,63
Tracy Murray,,0,4,6,19,41,61,63,63,63,63,63
Torrey Craig,https://www.basketball-reference.com/req/202105201/images/players/craigto01.jpg,0,6,6,18,36,37,42,49,52,59,63
Tony Battie,https://www.basketball-reference.com/req/202105201/images/players/battito01.jpg,0,6,18,27,31,31,31,37,48,53,63
Swede Halbrook,,0,15,27,34,41,43,50,51,63,63,63
Sherman Douglas,https://www.basketball-reference.com/req/202105201/images/players/douglsh01.jpg,0,4,8,13,15,19,19,32,38,52,63
Paul Walther,,0,2,4,13,19,28,32,43,48,48,63
Nazr Mohammed,https://www.basketball-reference.com/req/202105201/images/players/mohamna01.jpg,0,0,0,0,16,20,38,41,56,60,63
Nat Clifton,,0,8,18,20,30,35,39,45,50,54,63
Mel Riebe,,0,10,17,21,43,50,63,63,63,63,63
Luc Longley,https://www.basketball-reference.com/req/202105201/images/players/longllu01.jpg,0,6,15,27,34,36,42,48,54,62,63
Joe Kleine,https://www.basketball-reference.com/req/202105201/images/players/kleinjo01.jpg,0,2,9,15,15,27,34,40,48,52,63
Jim Seminoff,,0,0,5,12,15,18,23,31,36,50,63
Erick Dampier,https://www.basketball-reference.com/req/202105201/images/players/dampier01.jpg,0,7,21,25,27,28,36,44,44,59,63
Earl Lloyd,,0,4,15,29,38,42,45,45,49,55,63
Dean Garrett,https://www.basketball-reference.com/req/202105201/images/players/garrede01.jpg,0,8,12,38,45,52,58,60,60,62,63
Coby Dietrick,,0,9,26,36,41,41,45,53,55,57,63
Bogdan Bogdanović,https://www.basketball-reference.com/req/202105201/images/players/bogdabo01.jpg,0,18,36,51,63,63,63,63,63,63,63
Bo Outlaw,https://www.basketball-reference.com/req/202105201/images/players/outlabo01.jpg,0,13,13,15,19,24,31,33,38,55,63
Smush Parker,https://www.basketball-reference.com/req/202105201/images/players/parkesm01.jpg,0,15,23,41,46,51,53,62,62,62,62
Sly Williams,,0,8,26,33,41,52,58,62,62,62,62
Sidney Green,,0,5,22,31,33,40,49,52,58,58,62
Shabazz Napier,https://www.basketball-reference.com/req/202105201/images/players/napiesh01.jpg,0,3,13,13,27,33,38,51,51,62,62
Seth Curry,https://www.basketball-reference.com/req/202105201/images/players/curryse01.jpg,0,8,17,20,20,27,31,34,39,55,62
Sam Mack,,0,0,0,0,9,12,12,25,45,51,62
Monte Morris,https://www.basketball-reference.com/req/202105201/images/players/morrimo01.jpg,0,2,13,23,34,44,48,55,59,62,62
Monk Meineke,,0,3,5,8,17,29,49,55,60,61,62
Kenny Gattison,https://www.basketball-reference.com/req/202105201/images/players/gattike01.jpg,0,2,9,18,26,30,35,39,47,53,62
Josh Richardson,https://www.basketball-reference.com/req/202105201/images/players/richajo01.jpg,0,8,23,25,28,36,42,45,56,61,62
John Tresvant,,0,2,8,24,24,29,43,47,50,55,62
Jim Barnes,,0,8,35,39,43,48,58,60,62,62,62
Jerry Fleishman,,0,5,9,13,18,26,42,53,56,57,62
Hubert Davis,https://www.basketball-reference.com/req/202105201/images/players/davishu01.jpg,0,4,11,17,21,24,31,31,42,54,62
Donatas Motiejūnas,https://www.basketball-reference.com/req/202105201/images/players/motiedo01.jpg,0,5,13,20,34,42,49,51,53,60,62
Barney Cable,,0,3,6,14,21,27,38,38,45,49,62
Tyler Johnson,https://www.basketball-reference.com/req/202105201/images/players/johnsty01.jpg,0,5,7,13,18,21,30,35,45,45,61
Togo Palazzi,,0,2,4,9,19,29,31,31,50,56,61
Solomon Hill,https://www.basketball-reference.com/req/202105201/images/players/hillso01.jpg,0,0,13,15,23,30,41,50,54,57,61
Royce O'Neale,https://www.basketball-reference.com/req/202105201/images/players/onealro01.jpg,0,1,4,11,21,21,26,30,36,53,61
Quintin Dailey,,0,25,33,44,61,61,61,61,61,61,61
Mike Farmer,,0,12,12,18,27,36,44,51,54,58,61
DeMarcus Cousins,https://www.basketball-reference.com/req/202105201/images/players/couside01.jpg,0,9,11,14,25,29,35,49,61,61,61
Cody Zeller,https://www.basketball-reference.com/req/202105201/images/players/zelleco01.jpg,0,4,7,7,8,17,25,37,45,49,61
Chris Crawford,,0,2,11,17,43,53,57,61,61,61,61
Channing Frye,https://www.basketball-reference.com/req/202105201/images/players/fryech01.jpg,0,4,10,10,12,24,27,31,38,58,61
Travis Best,https://www.basketball-reference.com/req/202105201/images/players/besttr01.jpg,0,4,14,18,27,29,36,36,36,42,60
Tom Abernethy,,0,8,11,11,26,33,33,38,42,44,60
Terrence Ross,https://www.basketball-reference.com/req/202105201/images/players/rosste01.jpg,0,3,5,10,10,18,24,35,41,50,60
Steve Hawes,,0,4,10,18,22,22,30,42,44,51,60
Rod Strickland,https://www.basketball-reference.com/req/202105201/images/players/stricro02.jpg,0,7,19,24,29,34,42,46,50,54,60
Matthew Dellavedova,https://www.basketball-reference.com/req/202105201/images/players/dellama01.jpg,0,2,7,7,10,15,24,34,36,41,60
Luke Kennard,https://www.basketball-reference.com/req/202105201/images/players/kennalu01.jpg,0,21,40,49,60,60,60,60,60,60,60
Jimmy Jones,,0,6,18,24,31,33,38,38,42,50,60
Eddie Robinson,,0,0,4,8,12,26,34,48,52,56,60
Dino Radja,,0,10,28,43,60,60,60,60,60,60,60
Al Wood,,0,12,22,40,56,60,60,60,60,60,60
Whitey Skoog,,0,7,15,23,31,33,35,37,40,50,59
Vinny Del Negro,https://www.basketball-reference.com/req/202105201/images/players/delnevi01.jpg,0,4,10,10,17,36,38,38,40,52,59
Thon Maker,https://www.basketball-reference.com/req/202105201/images/players/makerth01.jpg,0,4,9,20,27,33,35,35,49,57,59
Stanley Roberts,,0,13,30,30,50,57,58,58,59,59,59
Rich Kelley,https://www.basketball-reference.com/req/202105201/images/players/kelleri01.jpg,0,0,2,4,10,24,28,38,47,54,59
Mike Sweetney,https://www.basketball-reference.com/req/202105201/images/players/sweetmi01.jpg,0,12,14,14,16,20,24,34,43,59,59
Mike Glenn,,0,5,11,19,23,34,47,51,57,57,59
Marcus Thornton,https://www.basketball-reference.com/req/202105201/images/players/thornma01.jpg,0,1,1,7,12,17,34,45,55,57,59
Jon Sundvold,,0,4,6,8,8,21,24,38,46,59,59
John Henson,https://www.basketball-reference.com/req/202105201/images/players/hensojo01.jpg,0,6,6,6,6,18,26,41,47,55,59
Jim Krebs,,0,8,10,18,30,34,36,38,49,51,59
Dale Davis,https://www.basketball-reference.com/req/202105201/images/players/davisda01.jpg,0,0,4,8,12,21,25,25,31,47,59
Clemon Johnson,,0,2,6,14,24,29,33,43,51,53,59
Chris Duhon,https://www.basketball-reference.com/req/202105201/images/players/duhonch01.jpg,0,7,12,24,24,32,37,43,49,52,59
Alan Anderson,https://www.basketball-reference.com/req/202105201/images/players/anderal01.jpg,0,6,9,10,13,26,35,40,46,51,59
Aaron McKie,https://www.basketball-reference.com/req/202105201/images/players/mckieaa01.jpg,0,13,15,17,17,17,33,43,48,52,59
Taj Gibson,https://www.basketball-reference.com/req/202105201/images/players/gibsota01.jpg,0,8,19,27,31,38,40,42,48,48,58
Pete Chilcutt,,0,12,21,22,22,24,37,45,50,58,58
Malik Sealy,,0,2,2,2,14,25,38,43,51,52,58
Loy Vaught,https://www.basketball-reference.com/req/202105201/images/players/vaughlo01.jpg,0,7,7,15,15,17,24,28,33,53,58
Kyle Korver,https://www.basketball-reference.com/req/202105201/images/players/korveky01.jpg,0,2,10,19,22,25,36,43,48,58,58
Kurt Rambis,https://www.basketball-reference.com/req/202105201/images/players/rambiku01.jpg,0,2,4,10,15,19,27,33,35,47,58
Jarvis Hayes,https://www.basketball-reference.com/req/202105201/images/players/hayesja01.jpg,0,18,23,38,43,43,49,52,52,52,58
J.J. Redick,https://www.basketball-reference.com/req/202105201/images/players/redicjj01.jpg,0,3,3,3,3,5,11,26,38,53,58
Charlie Criss,,0,13,27,31,33,33,37,43,52,58,58
Andre Turner,,0,2,9,20,31,42,50,56,58,58,58
Win Wilfong,,0,9,19,25,32,37,46,48,51,57,57
Trent Tucker,https://www.basketball-reference.com/req/202105201/images/players/tucketr01.jpg,0,1,1,8,18,21,26,32,36,47,57
Shane Battier,https://www.basketball-reference.com/req/202105201/images/players/battish01.jpg,0,3,7,13,19,27,36,46,48,54,57
Rick Robey,,0,11,21,35,43,43,49,51,55,55,57
Paul Pressey,https://www.basketball-reference.com/req/202105201/images/players/presspa01.jpg,0,10,14,17,21,31,33,38,41,46,57
Paul Griffin,,0,6,12,20,21,29,31,31,35,47,57
Nick Weatherspoon,,0,0,4,8,8,20,20,20,33,45,57
Kevin Gamble,,0,8,8,12,14,19,27,45,51,53,57
Jordan Farmar,https://www.basketball-reference.com/req/202105201/images/players/farmajo01.jpg,0,9,19,21,21,32,38,42,51,57,57
John Salley,https://www.basketball-reference.com/req/202105201/images/players/sallejo01.jpg,0,6,15,18,18,24,39,41,48,55,57
Greg Anthony,https://www.basketball-reference.com/req/202105201/images/players/anthogr01.jpg,0,4,7,7,21,30,40,42,47,50,57
Eddie House,https://www.basketball-reference.com/req/202105201/images/players/houseed01.jpg,0,16,25,38,38,47,47,51,53,55,57
Dwight Jones,,0,8,26,32,39,43,49,51,55,55,57
Derek Smith,,0,2,10,19,30,34,34,41,41,53,57
Darryl Dawkins,https://www.basketball-reference.com/req/202105201/images/players/dawkida01.jpg,0,3,3,7,7,15,23,38,51,57,57
Charlie Black,,0,8,14,24,28,40,47,48,57,57,57
Brad Sellers,,0,5,11,15,18,18,40,42,44,52,57
Zach Collins,https://www.basketball-reference.com/req/202105201/images/players/colliza01.jpg,0,8,20,26,28,30,36,40,50,52,56
Tyler Zeller,https://www.basketball-reference.com/req/202105201/images/players/zellety01.jpg,0,6,17,26,34,38,44,52,52,56,56
Terry Rozier,https://www.basketball-reference.com/req/202105201/images/players/roziete01.jpg,0,10,15,15,19,24,29,40,42,47,56
Terry Dischinger,https://www.basketball-reference.com/req/202105201/images/players/dischte01.jpg,0,18,29,40,49,53,56,56,56,56,56
Ruben Patterson,https://www.basketball-reference.com/req/202105201/images/players/patteru01.jpg,0,0,0,0,7,11,24,26,41,54,56
Nikola Mirotić,https://www.basketball-reference.com/req/202105201/images/players/mirotni01.jpg,0,5,13,18,21,23,23,31,43,46,56
Maurice Evans,https://www.basketball-reference.com/req/202105201/images/players/evansma01.jpg,0,5,5,18,20,28,38,41,47,54,56
Matt Bullard,https://www.basketball-reference.com/req/202105201/images/players/bullama01.jpg,0,5,17,19,28,34,36,41,47,53,56
Justise Winslow,https://www.basketball-reference.com/req/202105201/images/players/winslju01.jpg,0,8,17,21,29,34,40,45,45,47,56
Joe Smith,https://www.basketball-reference.com/req/202105201/images/players/smithjo02.jpg,0,7,11,18,30,34,38,46,48,50,56
Joe Meriweather,,0,6,13,17,25,33,39,52,52,56,56
Gary Trent,,0,2,2,12,16,25,34,38,47,53,56
Chucky Brown,,0,5,13,19,32,39,43,43,43,49,56
Chuck Gilmur,,0,15,18,18,21,23,28,37,47,52,56
Chris Ford,,0,2,5,9,16,20,22,28,32,54,56
CJ McCollum,https://www.basketball-reference.com/req/202105201/images/players/mccolcj01.jpg,0,0,0,0,4,4,4,6,12,38,56
Bob Sura,https://www.basketball-reference.com/req/202105201/images/players/surabo01.jpg,0,0,0,4,8,8,8,16,30,51,56
Bill Willoughby,,0,6,12,19,25,29,33,33,37,43,56
Timofey Mozgov,https://www.basketball-reference.com/req/202105201/images/players/mozgoti01.jpg,0,6,12,12,18,18,26,28,34,50,55
T.J. McConnell,https://www.basketball-reference.com/req/202105201/images/players/mccontj01.jpg,0,2,4,9,11,15,15,23,27,46,55
Steve Stipanovich,https://www.basketball-reference.com/req/202105201/images/players/stipast01.jpg,0,22,30,42,55,55,55,55,55,55,55
Shareef Abdur-Rahim,https://www.basketball-reference.com/req/202105201/images/players/abdursh01.jpg,0,6,33,35,41,46,55,55,55,55,55
Rodney Rogers,https://www.basketball-reference.com/req/202105201/images/players/rogerro01.jpg,0,3,20,35,43,45,51,53,55,55,55
RJ Barrett,https://www.basketball-reference.com/req/202105201/images/players/barrerj01.jpg,0,14,27,34,55,55,55,55,55,55,55
Paul Neumann,,0,7,7,17,20,28,34,38,40,44,55
